,trace_number,date_time,Experimenter,protocol,cell_type,I_level_baseline_pA,V_data_baseline,LED_stim_wavelenght,LED_time_ms,LED_power_mWmm,Max_photocurrent_pA,Activation_time_ms,Deactivation_time_ms,Current_points_plot,LED_points_plot
0,18n270027_1,2018-11-27 18:08:46.175,Rig 2,C:\Users\charlotte.deleuze\Documents\Charlotte\pclamp PARAMS_charlotte\FISH_params\excitatory_opsins\Chrimson\VC_LED_step_NO_FILTER,Chrimson,28.413496,-62.766018,630,5.0,7.44,223.23443603515625,5.05,18.42459818692816,[ -1.6158  -0.4561   2.0463 ...  -8.0855  -9.4893 -10.2218],[-0.0101 -0.0098 -0.0098 ... -0.0098 -0.0098 -0.0101]
1,18n270027_1,2018-11-27 18:08:46.175,Rig 2,C:\Users\charlotte.deleuze\Documents\Charlotte\pclamp PARAMS_charlotte\FISH_params\excitatory_opsins\Chrimson\VC_LED_step_NO_FILTER,Chrimson,28.413496,-62.766018,630,5.0,12.78,248.2588348388672,5.3,17.09279952323777,[-5.9493 -6.5596 -6.9869 ... -4.9727 -3.691  -3.8741],[-0.0098 -0.0104 -0.0101 ... -0.0098 -0.0104 -0.0095]
2,18n270027_1,2018-11-27 18:08:46.175,Rig 2,C:\Users\charlotte.deleuze\Documents\Charlotte\pclamp PARAMS_charlotte\FISH_params\excitatory_opsins\Chrimson\VC_LED_step_NO_FILTER,Chrimson,28.413496,-62.766018,630,5.0,18.56,235.4414520263672,5.8,17.538392927847546,[-6.6817 -5.461  -2.5924 ... -3.691  -4.1793 -5.7052],[-0.0095 -0.0101 -0.0101 ... -0.0101 -0.0098 -0.0104]
3,18n270027_1,2018-11-27 18:08:46.175,Rig 2,C:\Users\charlotte.deleuze\Documents\Charlotte\pclamp PARAMS_charlotte\FISH_params\excitatory_opsins\Chrimson\VC_LED_step_NO_FILTER,Chrimson,28.413496,-62.766018,630,5.0,21.89,216.03228759765625,5.2,18.18622146224306,[0.8866 1.9853 2.1073 ... 4.1215 2.9008 1.2529],[-0.0098 -0.0107 -0.0098 ... -0.0104 -0.0098 -0.0104]
4,18n270027_1,2018-11-27 18:08:46.175,Rig 2,C:\Users\charlotte.deleuze\Documents\Charlotte\pclamp PARAMS_charlotte\FISH_params\excitatory_opsins\Chrimson\VC_LED_step_NO_FILTER,Chrimson,28.413496,-62.766018,630,5.0,25.56,205.47320556640625,5.45,18.140353031860613,[-5.3389 -6.0103 -6.7428 ... -7.5362 -7.231  -8.2076],[-0.0101 -0.0095 -0.0104 ... -0.0092 -0.0104 -0.0092]
5,18n270027_1,2018-11-27 18:08:46.175,Rig 2,C:\Users\charlotte.deleuze\Documents\Charlotte\pclamp PARAMS_charlotte\FISH_params\excitatory_opsins\Chrimson\VC_LED_step_NO_FILTER,Chrimson,28.413496,-62.766018,630,5.0,28.89,202.84869384765625,5.7,18.12539898451421,[-5.9493 -6.3155 -4.9117 ... -6.3155 -6.0103 -4.3013],[-0.0104 -0.0098 -0.0101 ... -0.0095 -0.0101 -0.0095]
6,18n270027_1,2018-11-27 18:08:46.175,Rig 2,C:\Users\charlotte.deleuze\Documents\Charlotte\pclamp PARAMS_charlotte\FISH_params\excitatory_opsins\Chrimson\VC_LED_step_NO_FILTER,Chrimson,28.413496,-62.766018,630,5.0,32.0,198.57623291015625,5.35,17.91163553849423,[-1.8599 -2.1651 -2.7144 ... -9.0011 -8.4517 -6.9869],[-0.0101 -0.0098 -0.0101 ... -0.0098 -0.0098 -0.0098]
