,trace_number,date_time,experimenter,protocol,cell_type,V_baseline,LED_wavelenght,LED_time_ms,LED_power_mWmm,LED_freq_target,LED_spike_no_target,LED_freq_response,Spike_no_total,Spikes_amplitude,Spike_per_LED_stim,1st_spike_time_ms,Spike_jitter
0,2019_03_19_0041,2019-03-19 15:09:40.095,Adna,C:\Users\a.administrateur\Desktop\Adna prot\opsin test\excitatory opsin\7B CC 1 Hz light step 5ms,CoChR,-59.881596,475,5.0,0.27,1.0,4,4.658188763117792,15,"[26.092529296875, 17.913818359375, 12.39013671875, 9.09423828125, 6.439208984375, 25.0244140625, 17.88330078125, 12.054443359375, 7.598876953125, 24.2919921875, 17.63916015625, 11.90185546875, 22.491455078125, 15.19775390625, 10.43701171875]","[5, 4, 3, 3]","[2.5, 2.82, 3.08, 3.22]",0.31680698645494976
